SubDirectory,file_name,image_hash,fold
train/Type_3,16.jpg,bd83,2
Type_3,4075.jpg,bd86,2
train/Type_1,809.jpg,bdb3,2
Type_1,3683.jpg,bdb3,2
train/Type_3,1120.jpg,bdbb,2
Type_2,5546.jpg,bdef,2
Type_3,3009.jpg,bdfb,2
Type_3,1750.jpg,bdfb,2
train/Type_3,272.jpg,be13,2
train/Type_1,1134.jpg,be1f,2
Type_1,6368.jpg,be33,2
train/Type_1,1344.jpg,be35,2
Type_2,1030.jpg,be37,2
train/Type_1,779.jpg,be48,2
Type_2,1975.jpg,be5b,2
Type_1,3702.jpg,be62,2
Type_2,1918.jpg,be63,2
Type_2,2570.jpg,be63,2
Type_2,432.jpg,be63,2
train/Type_3,1425.jpg,be63,2
train/Type_2,1085.jpg,be63,2
train/Type_1,1174.jpg,be6b,2
Type_3,3128.jpg,be6e,2
Type_2,754.jpg,be7b,2
Type_1,1977.jpg,be80,2
train/Type_3,755.jpg,be83,2
Type_1,6414.jpg,be83,2
Type_3,5566.jpg,be91,2
Type_2,1437.jpg,be91,2
train/Type_2,227.jpg,be91,2
Type_2,2206.jpg,be96,2
Type_2,5545.jpg,bea2,2
Type_2,2690.jpg,bea9,2
Type_3,6614.jpg,beaa,2
Type_3,6612.jpg,beab,2
Type_2,1368.jpg,bebb,2
Type_2,406.jpg,bebb,2
Type_2,6774.jpg,bebb,2
Type_2,1502.jpg,bebb,2
Type_3,4852.jpg,bec1,2
Type_2,4868.jpg,bec1,2
Type_3,4808.jpg,bec3,2
Type_3,5404.jpg,bec3,2
Type_3,5481.jpg,bec8,2
train/Type_3,711.jpg,bec9,2
Type_2,5633.jpg,bec9,2
Type_3,5240.jpg,bec9,2
Type_3,4798.jpg,becb,2
Type_1,5405.jpg,becb,2
Type_3,5738.jpg,becc,2
Type_2,5451.jpg,becc,2
Type_1,4516.jpg,becd,2
Type_3,4759.jpg,becf,2
train/Type_2,830.jpg,becf,2
Type_1,3974.jpg,bed7,2
Type_2,849.jpg,bed9,2
Type_1,43.jpg,bee1,2
Type_2,6581.jpg,bee1,2
Type_2,2683.jpg,bee3,2
Type_3,5611.jpg,beea,2
Type_3,4337.jpg,beea,2
Type_3,4751.jpg,beea,2
train/Type_3,806.jpg,beeb,2
train/Type_2,1115.jpg,beed,2
Type_2,3076.jpg,beef,2
Type_2,6874.jpg,beef,2
Type_3,287.jpg,beef,2
Type_2,3449.jpg,beef,2
Type_3,5265.jpg,bef3,2
Type_2,1438.jpg,befd,2
Type_2,4911.jpg,beff,2
Type_3,4986.jpg,bf13,2
train/Type_2,77.jpg,bf23,2
Type_2,6659.jpg,bf33,2
Type_2,1663.jpg,bf48,2
train/Type_2,1261.jpg,bf4b,2
Type_1,836.jpg,bf57,2
Type_2,1940.jpg,bf73,2
Type_2,3282.jpg,bf7b,2
Type_2,3538.jpg,bf7f,2
Type_3,4608.jpg,bfab,2
Type_1,2906.jpg,bfda,2
Type_2,527.jpg,bfea,2
train/Type_3,638.jpg,bfeb,2
train/Type_3,782.jpg,c008,2
train/Type_3,1007.jpg,c00c,2
Type_3,5585.jpg,c010,2
train/Type_3,811.jpg,c014,2
train/Type_1,765.jpg,c04b,2
train/Type_3,1182.jpg,c04c,2
train/Type_2,639.jpg,c05e,2
Type_2,3229.jpg,c06b,2
train/Type_2,651.jpg,c06e,2
Type_2,6197.jpg,c086,2
Type_2,1320.jpg,c08c,2
train/Type_2,568.jpg,c090,2
train/Type_3,808.jpg,c098,2
train/Type_3,812.jpg,c09f,2
Type_2,6201.jpg,c0a6,2
Type_2,172.jpg,c0ab,2
train/Type_3,1475.jpg,c0bc,2
Type_1,1959.jpg,c0be,2
Type_2,6199.jpg,c0c3,2
Type_2,4400.jpg,c0cc,2
Type_2,3196.jpg,c0ce,2
Type_3,6481.jpg,c0ea,2
Type_2,2643.jpg,c0eb,2
Type_1,2410.jpg,c0ec,2
Type_3,4379.jpg,c0fd,2
Type_2,3336.jpg,c130,2
Type_3,1021.jpg,c132,2
Type_2,2086.jpg,c133,2
Type_3,3063.jpg,c13a,2
Type_1,1507.jpg,c13b,2
Type_1,3867.jpg,c13c,2
Type_3,6336.jpg,c144,2
Type_1,6527.jpg,c144,2
train/Type_2,858.jpg,c14e,2
Type_2,1873.jpg,c15c,2
Type_2,667.jpg,c15c,2
Type_2,1473.jpg,c166,2
Type_2,2109.jpg,c16e,2
Type_1,1369.jpg,c176,2
Type_1,856.jpg,c1a6,2
Type_2,3604.jpg,c1aa,2
Type_1,3933.jpg,c1bc,2
train/Type_3,492.jpg,c1bc,2
train/Type_1,144.jpg,c1cc,2
Type_1,2569.jpg,c1cc,2
Type_2,834.jpg,c1cc,2
Type_2,228.jpg,c1ce,2
Type_2,6198.jpg,c1e5,2
Type_3,153.jpg,c21c,2
train/Type_2,1383.jpg,c226,2
Type_2,2971.jpg,c24c,2
Type_2,1712.jpg,c24c,2
Type_2,3803.jpg,c24c,2
train/Type_2,17.jpg,c24c,2
Type_2,1892.jpg,c24c,2
train/Type_2,19.jpg,c26e,2
Type_2,1382.jpg,c26f,2
Type_2,2866.jpg,c288,2
Type_2,532.jpg,c288,2
Type_2,101.jpg,c288,2
Type_2,2440.jpg,c28c,2
Type_2,3631.jpg,c2ab,2
Type_2,1025.jpg,c2ba,2
Type_2,2997.jpg,c2ba,2
Type_1,493.jpg,c2bb,2
Type_2,3024.jpg,c2cc,2
Type_2,2863.jpg,c2cc,2
Type_2,3379.jpg,c2cc,2
Type_2,804.jpg,c2ec,2
Type_2,2841.jpg,c2ee,2
train/Type_2,1463.jpg,c2ee,2
Type_2,5010.jpg,c30c,2
Type_1,2790.jpg,c31c,2
train/Type_1,1061.jpg,c32c,2
Type_2,3564.jpg,c32c,2
train/Type_2,190.jpg,c32f,2
Type_1,863.jpg,c33e,2
Type_2,1782.jpg,c34c,2
train/Type_2,966.jpg,c34c,2
Type_2,2547.jpg,c35c,2
Type_2,1409.jpg,c36a,2
Type_1,379.jpg,c376,2
Type_2,59.jpg,c37c,2
Type_2,2675.jpg,c37c,2
Type_2,884.jpg,c37c,2
Type_1,1694.jpg,c388,2
Type_1,3278.jpg,c388,2
Type_1,1939.jpg,c388,2
train/Type_1,708.jpg,c388,2
Type_3,207.jpg,c3a4,2
Type_3,3668.jpg,c3aa,2
Type_3,604.jpg,c3ac,2
Type_1,2838.jpg,c3bb,2
Type_3,504.jpg,c3ca,2
Type_2,391.jpg,c3cc,2
Type_2,1629.jpg,c3cc,2
Type_1,1219.jpg,c3cc,2
Type_2,3404.jpg,c3cc,2
Type_1,2139.jpg,c3cc,2
train/Type_3,1028.jpg,c3d8,2
Type_2,830.jpg,c3ea,2
Type_1,3906.jpg,c3ec,2
Type_3,1152.jpg,c3ec,2
Type_3,159.jpg,c3ec,2
Type_2,1471.jpg,c3ee,2
Type_1,222.jpg,c3ee,2
Type_2,2124.jpg,c3ee,2
Type_2,3376.jpg,c3ee,2
train/Type_3,1265.jpg,c3fc,2
Type_3,1965.jpg,c3fc,2
Type_3,4456.jpg,c408,2
Type_2,1820.jpg,c40c,2
Type_3,198.jpg,c40e,2
train/Type_1,836.jpg,c430,2
Type_1,3775.jpg,c432,2
Type_2,5825.jpg,c433,2
Type_1,3034.jpg,c438,2
Type_1,2193.jpg,c438,2
Type_1,3211.jpg,c438,2
Type_1,2237.jpg,c438,2
train/Type_1,1026.jpg,c438,2
Type_1,2633.jpg,c438,2
train/Type_3,715.jpg,c43c,2
Type_1,3659.jpg,c44c,2
Type_2,947.jpg,c44e,2
Type_1,5806.jpg,c458,2
Type_3,2882.jpg,c45d,2
Type_2,6386.jpg,c462,2
train/Type_2,1055.jpg,c464,2
Type_2,3292.jpg,c46a,2
train/Type_2,1205.jpg,c46e,2
Type_2,3072.jpg,c46e,2
Type_3,1571.jpg,c480,2
Type_2,6196.jpg,c489,2
Type_1,1267.jpg,c48a,2
Type_1,1253.jpg,c48a,2
Type_2,4403.jpg,c48c,2
Type_2,4952.jpg,c48c,2
Type_2,6901.jpg,c4c1,2
train/Type_2,1141.jpg,c4ca,2
Type_1,1313.jpg,c4ca,2
train/Type_1,10.jpg,c4ca,2
Type_1,3179.jpg,c4cc,2
train/Type_1,649.jpg,c4cc,2
Type_2,3655.jpg,c4cc,2
Type_2,1158.jpg,c4cc,2
Type_1,2644.jpg,c4cc,2
Type_1,2979.jpg,c4cc,2
Type_2,2372.jpg,c4ce,2
Type_2,2609.jpg,c4de,2
train/Type_2,283.jpg,c4de,2
Type_1,867.jpg,c4ec,2
Type_2,2016.jpg,c4ec,2
Type_2,6470.jpg,c4ee,2
Type_2,2004.jpg,c4ee,2
train/Type_3,512.jpg,c4ee,2
Type_1,860.jpg,c4f2,2
train/Type_3,1458.jpg,c508,2
train/Type_2,233.jpg,c50e,2
Type_2,1818.jpg,c50e,2
Type_2,1427.jpg,c533,2
train/Type_3,5.jpg,c534,2
Type_1,381.jpg,c538,2
train/Type_2,1058.jpg,c538,2
Type_3,2299.jpg,c53c,2
Type_2,2686.jpg,c53c,2
train/Type_2,345.jpg,c548,2
Type_3,1114.jpg,c54e,2
Type_2,1454.jpg,c54e,2
Type_1,2735.jpg,c55d,2
Type_2,2856.jpg,c56c,2
Type_3,3021.jpg,c56c,2
Type_1,6431.jpg,c573,2
Type_2,1763.jpg,c57c,2
train/Type_3,1408.jpg,c588,2
Type_2,6200.jpg,c5a6,2
train/Type_2,574.jpg,c5ab,2
Type_1,3715.jpg,c5be,2
Type_2,1321.jpg,c5cc,2
train/Type_2,1228.jpg,c5cc,2
Type_2,1268.jpg,c5cc,2
Type_2,598.jpg,c5cc,2
Type_3,704.jpg,c5d8,2
train/Type_2,1388.jpg,c5ec,2
train/Type_3,931.jpg,c5ec,2
Type_2,6468.jpg,c5ee,2
train/Type_2,375.jpg,c5fd,2
Type_2,613.jpg,c601,2
Type_1,2713.jpg,c61b,2
Type_1,937.jpg,c61b,2
Type_1,3705.jpg,c61c,2
Type_3,6401.jpg,c61d,2
Type_2,3544.jpg,c62c,2
Type_3,2447.jpg,c631,2
Type_1,3577.jpg,c63b,2
train/Type_2,278.jpg,c63c,2
Type_2,862.jpg,c640,2
train/Type_3,1291.jpg,c64c,2
Type_3,607.jpg,c64c,2
train/Type_2,408.jpg,c658,2
train/Type_2,1250.jpg,c65c,2
Type_1,2289.jpg,c666,2
Type_2,3012.jpg,c66e,2
Type_2,2304.jpg,c66e,2
train/Type_2,271.jpg,c673,2
Type_2,1084.jpg,c67c,2
Type_2,6472.jpg,c68e,2
Type_2,519.jpg,c6a8,2
Type_2,2363.jpg,c6a8,2
train/Type_2,1140.jpg,c6a8,2
Type_3,1623.jpg,c6aa,2
train/Type_1,245.jpg,c6ac,2
train/Type_2,127.jpg,c6b8,2
Type_3,5005.jpg,c6b9,2
Type_3,6731.jpg,c6c5,2
Type_1,4045.jpg,c6c8,2
train/Type_2,544.jpg,c6cc,2
Type_2,5673.jpg,c6cc,2
Type_2,1151.jpg,c6ec,2
Type_1,4928.jpg,c6ec,2
Type_2,3685.jpg,c6ec,2
Type_2,1988.jpg,c6ec,2
Type_2,6473.jpg,c6ee,2
Type_2,2431.jpg,c6fe,2
Type_2,1631.jpg,c716,2
Type_2,3151.jpg,c718,2
Type_1,3666.jpg,c71b,2
Type_1,3878.jpg,c71b,2
train/Type_2,932.jpg,c71c,2
train/Type_1,821.jpg,c71c,2
Type_2,3601.jpg,c724,2
Type_2,1168.jpg,c738,2
train/Type_3,1387.jpg,c738,2
Type_2,1867.jpg,c739,2
Type_2,831.jpg,c74c,2
Type_1,1953.jpg,c76c,2
Type_1,3839.jpg,c76c,2
Type_2,4218.jpg,c79c,2
train/Type_3,885.jpg,c7ac,2
Type_2,295.jpg,c7bc,2
Type_2,400.jpg,c7bc,2
Type_2,3927.jpg,c7bc,2
Type_1,1277.jpg,c7cc,2
train/Type_2,865.jpg,c7cc,2
train/Type_1,1324.jpg,c7cc,2
Type_1,3340.jpg,c7cc,2
Type_1,763.jpg,c7cc,2
Type_3,5062.jpg,c7cc,2
Type_1,2877.jpg,c7e4,2
train/Type_2,1416.jpg,c7ea,2
Type_2,2486.jpg,c7ec,2
Type_2,6469.jpg,c7ee,2
Type_2,3681.jpg,c7ee,2
Type_2,6802.jpg,c7fc,2
Type_2,2512.jpg,c800,2
Type_2,6218.jpg,c802,2
Type_2,2035.jpg,c80c,2
train/Type_2,313.jpg,c81a,2
train/Type_3,1309.jpg,c81c,2
train/Type_2,407.jpg,c81c,2
Type_2,2885.jpg,c820,2
train/Type_2,1353.jpg,c821,2
Type_1,5790.jpg,c824,2
Type_2,848.jpg,c828,2
Type_2,2620.jpg,c82a,2
train/Type_2,676.jpg,c82a,2
Type_2,6709.jpg,c82a,2
train/Type_3,113.jpg,c82b,2
train/Type_2,714.jpg,c82b,2
Type_2,6708.jpg,c82b,2
train/Type_2,1116.jpg,c834,2
Type_3,1372.jpg,c834,2
Type_2,3515.jpg,c835,2
train/Type_3,247.jpg,c835,2
Type_2,2505.jpg,c836,2
train/Type_3,752.jpg,c838,2
Type_1,1259.jpg,c838,2
Type_2,6707.jpg,c839,2
Type_3,586.jpg,c83c,2
Type_2,951.jpg,c83d,2
train/Type_2,729.jpg,c83f,2
Type_3,536.jpg,c844,2
Type_2,1406.jpg,c844,2
Type_2,4721.jpg,c844,2
Type_3,1041.jpg,c844,2
Type_3,2202.jpg,c848,2
Type_2,88.jpg,c849,2
Type_2,3892.jpg,c84a,2
train/Type_2,310.jpg,c84a,2
Type_2,2795.jpg,c85c,2
Type_2,621.jpg,c866,2
Type_2,3233.jpg,c86b,2
Type_3,3797.jpg,c86f,2
Type_2,752.jpg,c875,2
Type_2,3285.jpg,c875,2
Type_1,1281.jpg,c876,2
train/Type_1,334.jpg,c87c,2
Type_2,956.jpg,c880,2
Type_1,6131.jpg,c882,2
Type_1,3324.jpg,c883,2
Type_1,1003.jpg,c883,2
Type_2,6392.jpg,c884,2
train/Type_3,106.jpg,c884,2
Type_3,1595.jpg,c888,2
Type_2,4494.jpg,c888,2
Type_2,3754.jpg,c888,2
train/Type_2,1325.jpg,c888,2
train/Type_2,1328.jpg,c88a,2
Type_3,6677.jpg,c88c,2
Type_2,5168.jpg,c88c,2
Type_3,5070.jpg,c88c,2
Type_2,1984.jpg,c88c,2
Type_2,2464.jpg,c88c,2
Type_3,2280.jpg,c88c,2
Type_2,4396.jpg,c88d,2
train/Type_3,881.jpg,c88e,2
Type_3,4387.jpg,c88e,2
train/Type_2,964.jpg,c892,2
Type_2,1266.jpg,c895,2
Type_3,983.jpg,c898,2
Type_2,2750.jpg,c898,2
Type_2,4401.jpg,c899,2
Type_1,905.jpg,c89c,2
Type_2,1459.jpg,c89c,2
Type_1,2808.jpg,c8a4,2
Type_2,1841.jpg,c8ac,2
train/Type_2,1310.jpg,c8ac,2
Type_2,6316.jpg,c8ac,2
Type_2,372.jpg,c8ae,2
Type_2,1099.jpg,c8ae,2
Type_2,3591.jpg,c8ae,2
Type_2,1864.jpg,c8ae,2
Type_3,812.jpg,c8b8,2
Type_2,1887.jpg,c8ba,2
Type_3,6185.jpg,c8c0,2
Type_3,3028.jpg,c8c2,2
Type_3,2805.jpg,c8c4,2
Type_3,3768.jpg,c8c4,2
Type_1,3.jpg,c8c4,2
Type_3,5751.jpg,c8c4,2
Type_3,3610.jpg,c8c6,2
Type_1,3637.jpg,c8c6,2
Type_2,5823.jpg,c8c8,2
Type_3,6184.jpg,c8c8,2
train/Type_3,571.jpg,c8c8,2
Type_2,1343.jpg,c8ca,2
Type_2,3317.jpg,c8ca,2
Type_2,2018.jpg,c8ca,2
Type_2,3393.jpg,c8ca,2
Type_2,2397.jpg,c8cc,2
train/Type_3,927.jpg,c8cc,2
Type_2,2147.jpg,c8cc,2
Type_3,6164.jpg,c8cc,2
train/Type_2,662.jpg,c8cc,2
Type_2,489.jpg,c8cc,2
Type_2,1500.jpg,c8cc,2
Type_1,4074.jpg,c8cc,2
Type_2,4394.jpg,c8cc,2
Type_3,4104.jpg,c8cc,2
Type_3,568.jpg,c8cc,2
train/Type_2,831.jpg,c8cc,2
train/Type_3,172.jpg,c8cc,2
Type_2,4393.jpg,c8cc,2
Type_2,507.jpg,c8cc,2
Type_3,4380.jpg,c8ce,2
train/Type_2,838.jpg,c8ce,2
train/Type_2,997.jpg,c8ce,2
Type_1,6105.jpg,c8ce,2
Type_2,2762.jpg,c8ce,2
train/Type_2,979.jpg,c8ce,2
Type_2,6357.jpg,c8ce,2
Type_2,1080.jpg,c8da,2
Type_3,1227.jpg,c8dc,2
Type_3,4424.jpg,c8dc,2
Type_2,1656.jpg,c8dc,2
Type_2,1967.jpg,c8dc,2
train/Type_3,1417.jpg,c8df,2
Type_3,1748.jpg,c8e1,2
train/Type_2,1201.jpg,c8e2,2
Type_3,6483.jpg,c8ea,2
train/Type_2,1327.jpg,c8ec,2
Type_3,4895.jpg,c8ec,2
Type_1,2973.jpg,c8ec,2
Type_2,86.jpg,c8ec,2
train/Type_2,388.jpg,c8ec,2
Type_2,917.jpg,c8ec,2
Type_2,2040.jpg,c8ec,2
train/Type_3,828.jpg,c8ed,2
train/Type_2,904.jpg,c8ee,2
Type_2,3466.jpg,c919,2
Type_2,1470.jpg,c92a,2
Type_1,1001.jpg,c930,2
Type_2,3942.jpg,c933,2
Type_3,3205.jpg,c939,2
Type_3,4423.jpg,c93d,2
train/Type_3,328.jpg,c93f,2
Type_3,6334.jpg,c944,2
Type_3,1169.jpg,c976,2
train/Type_2,658.jpg,c978,2
Type_2,707.jpg,c97c,2
Type_3,267.jpg,c97d,2
Type_2,3003.jpg,c98a,2
Type_3,5075.jpg,c99a,2
Type_3,3650.jpg,c99e,2
Type_3,2129.jpg,c9b2,2
train/Type_3,299.jpg,c9b2,2
Type_3,1345.jpg,c9b2,2
Type_3,595.jpg,c9b8,2
Type_1,2164.jpg,c9b9,2
Type_3,2383.jpg,c9bb,2
Type_2,3352.jpg,c9c6,2
train/Type_1,551.jpg,c9ca,2
Type_2,454.jpg,c9ca,2
Type_3,3781.jpg,c9cc,2
Type_3,1524.jpg,c9cc,2
Type_2,3896.jpg,c9ce,2
Type_2,3871.jpg,c9ce,2
train/Type_3,25.jpg,c9d5,2
Type_2,2021.jpg,c9d9,2
Type_2,810.jpg,c9da,2
train/Type_3,736.jpg,c9dd,2
Type_2,4517.jpg,c9ec,2
Type_2,201.jpg,c9ec,2
Type_2,31.jpg,c9ee,2
Type_2,3513.jpg,c9ee,2
Type_1,1936.jpg,c9f7,2
train/Type_2,406.jpg,ca18,2
Type_1,104.jpg,ca1c,2
Type_1,6498.jpg,ca2c,2
Type_2,6564.jpg,ca31,2
Type_3,779.jpg,ca3c,2
Type_1,6502.jpg,ca3c,2
train/Type_2,182.jpg,ca3c,2
Type_1,2228.jpg,ca3c,2
Type_2,2052.jpg,ca3c,2
Type_2,3941.jpg,ca3e,2
Type_1,6501.jpg,ca3e,2
Type_3,1644.jpg,ca5c,2
Type_2,1310.jpg,ca69,2
Type_2,3060.jpg,ca69,2
Type_2,565.jpg,ca69,2
train/Type_3,214.jpg,ca7d,2
Type_2,5143.jpg,ca88,2
Type_2,6810.jpg,ca8a,2
Type_2,3612.jpg,ca8c,2
train/Type_3,734.jpg,ca8e,2
train/Type_3,669.jpg,ca8e,2
Type_3,1172.jpg,ca93,2
Type_2,1.jpg,caac,2
Type_1,6499.jpg,caba,2
Type_3,770.jpg,cabc,2
Type_2,292.jpg,cabe,2
train/Type_3,70.jpg,cac4,2
train/Type_3,1268.jpg,cac4,2
Type_2,268.jpg,cac6,2
Type_2,3217.jpg,cac8,2
Type_2,3679.jpg,cacc,2
Type_2,3948.jpg,cacc,2
Type_2,1138.jpg,cacc,2
train/Type_2,524.jpg,cacc,2
Type_1,4376.jpg,cace,2
Type_3,712.jpg,cadd,2
Type_2,1821.jpg,caec,2
train/Type_3,390.jpg,caec,2
train/Type_2,198.jpg,caec,2
Type_3,1132.jpg,cafd,2
Type_1,2203.jpg,cb0a,2
Type_2,2542.jpg,cb3a,2
train/Type_2,1419.jpg,cb3a,2
Type_2,528.jpg,cb3d,2
Type_2,1628.jpg,cb3e,2
Type_3,1669.jpg,cb5c,2
Type_2,3924.jpg,cb68,2
Type_3,4768.jpg,cb7e,2
Type_2,2552.jpg,cbb8,2
Type_2,1986.jpg,cbb8,2
Type_2,3234.jpg,cbb9,2
Type_1,6500.jpg,cbba,2
train/Type_2,939.jpg,cbcc,2
Type_2,2753.jpg,cbcc,2
Type_2,6695.jpg,cbcc,2
Type_2,1485.jpg,cbec,2
Type_2,887.jpg,cbef,2
Type_2,518.jpg,cbef,2
Type_1,4667.jpg,cbf9,2
Type_3,4455.jpg,cc00,2
Type_2,6833.jpg,cc04,2
Type_3,5700.jpg,cc06,2
Type_3,3045.jpg,cc07,2
Type_2,6881.jpg,cc07,2
Type_2,4410.jpg,cc08,2
Type_2,6128.jpg,cc0a,2
train/Type_2,1049.jpg,cc0a,2
Type_2,6393.jpg,cc0c,2
train/Type_2,1413.jpg,cc0c,2
Type_3,2211.jpg,cc0c,2
Type_2,4111.jpg,cc0c,2
Type_2,2138.jpg,cc0c,2
Type_3,4957.jpg,cc0e,2
Type_1,6130.jpg,cc0e,2
Type_3,4076.jpg,cc11,2
Type_2,2265.jpg,cc12,2
Type_3,687.jpg,cc13,2
Type_2,1440.jpg,cc14,2
Type_2,477.jpg,cc14,2
Type_2,426.jpg,cc14,2
Type_2,2382.jpg,cc16,2
train/Type_2,640.jpg,cc16,2
Type_1,1612.jpg,cc18,2
train/Type_2,1192.jpg,cc18,2
Type_2,2339.jpg,cc18,2
train/Type_2,462.jpg,cc18,2
Type_2,548.jpg,cc19,2
train/Type_2,1305.jpg,cc19,2
train/Type_3,1110.jpg,cc19,2
Type_2,2778.jpg,cc1a,2
train/Type_2,314.jpg,cc1a,2
Type_2,3858.jpg,cc1a,2
Type_2,2192.jpg,cc1a,2
Type_2,780.jpg,cc1a,2
Type_2,331.jpg,cc1c,2
Type_2,2585.jpg,cc1c,2
Type_1,788.jpg,cc1c,2
Type_2,1749.jpg,cc1d,2
Type_3,430.jpg,cc1e,2
Type_3,5426.jpg,cc20,2
Type_1,1243.jpg,cc24,2
Type_1,6528.jpg,cc24,2
Type_2,1882.jpg,cc25,2
Type_1,1790.jpg,cc25,2
Type_3,2036.jpg,cc27,2
train/Type_2,457.jpg,cc28,2
Type_2,1708.jpg,cc28,2
Type_3,2758.jpg,cc28,2
Type_2,3870.jpg,cc28,2
Type_2,2850.jpg,cc28,2
Type_2,1379.jpg,cc28,2
train/Type_2,781.jpg,cc2a,2
Type_2,2438.jpg,cc2b,2
train/Type_1,35.jpg,cc2c,2
Type_2,2437.jpg,cc2c,2
train/Type_1,1161.jpg,cc2c,2
Type_1,4048.jpg,cc2c,2
Type_2,3701.jpg,cc2d,2
Type_3,350.jpg,cc2d,2
Type_3,138.jpg,cc2e,2
Type_1,6129.jpg,cc2e,2
Type_3,3630.jpg,cc2e,2
train/Type_2,1209.jpg,cc31,2
Type_2,3288.jpg,cc31,2
train/Type_1,356.jpg,cc32,2
Type_2,2925.jpg,cc32,2
Type_3,685.jpg,cc32,2
Type_3,113.jpg,cc32,2
train/Type_2,749.jpg,cc32,2
Type_3,6539.jpg,cc33,2
Type_3,2095.jpg,cc33,2
Type_2,5891.jpg,cc33,2
Type_1,1987.jpg,cc33,2
train/Type_3,1396.jpg,cc33,2
Type_2,3548.jpg,cc33,2
Type_2,6828.jpg,cc33,2
Type_2,184.jpg,cc34,2
Type_3,5061.jpg,cc34,2
Type_2,711.jpg,cc34,2
train/Type_3,1112.jpg,cc34,2
train/Type_3,876.jpg,cc34,2
train/Type_2,97.jpg,cc34,2
Type_3,3961.jpg,cc35,2
Type_3,2331.jpg,cc35,2
train/Type_2,569.jpg,cc36,2
Type_2,3536.jpg,cc36,2
Type_1,6750.jpg,cc36,2
Type_2,1560.jpg,cc36,2
Type_3,6240.jpg,cc36,2
Type_2,3190.jpg,cc36,2
Type_1,262.jpg,cc37,2
Type_1,358.jpg,cc37,2
Type_1,576.jpg,cc37,2
Type_1,237.jpg,cc37,2
train/Type_1,560.jpg,cc37,2
Type_3,1718.jpg,cc37,2
Type_3,1249.jpg,cc37,2
Type_2,4357.jpg,cc38,2
Type_2,3219.jpg,cc38,2
Type_1,1661.jpg,cc38,2
Type_2,2572.jpg,cc38,2
Type_3,3733.jpg,cc38,2
train/Type_3,733.jpg,cc38,2
train/Type_1,558.jpg,cc38,2
Type_2,3382.jpg,cc39,2
Type_2,1178.jpg,cc39,2
Type_2,6563.jpg,cc39,2
Type_2,1945.jpg,cc39,2
Type_2,597.jpg,cc39,2
Type_2,2270.jpg,cc3a,2
Type_2,3955.jpg,cc3a,2
Type_3,4079.jpg,cc3a,2
Type_2,3127.jpg,cc3a,2
Type_2,3865.jpg,cc3a,2
Type_2,3609.jpg,cc3b,2
Type_2,2889.jpg,cc3b,2
train/Type_1,1033.jpg,cc3b,2
Type_2,3347.jpg,cc3b,2
Type_2,631.jpg,cc3b,2
Type_2,747.jpg,cc3b,2
Type_2,2155.jpg,cc3c,2
train/Type_3,1008.jpg,cc3c,2
Type_2,3833.jpg,cc3c,2
train/Type_2,296.jpg,cc3c,2
Type_2,6696.jpg,cc3c,2
Type_2,4233.jpg,cc3c,2
Type_1,1032.jpg,cc3c,2
Type_2,6698.jpg,cc3c,2
Type_2,6697.jpg,cc3c,2
Type_3,4934.jpg,cc3c,2
Type_3,3790.jpg,cc3d,2
Type_1,2445.jpg,cc3d,2
Type_2,1226.jpg,cc3d,2
Type_2,1129.jpg,cc3d,2
Type_2,1985.jpg,cc3d,2
Type_2,1364.jpg,cc3d,2
Type_2,5018.jpg,cc3d,2
Type_2,1576.jpg,cc3d,2
Type_3,3695.jpg,cc3d,2
Type_3,3197.jpg,cc3d,2
Type_2,3418.jpg,cc3d,2
Type_3,1893.jpg,cc3d,2
Type_2,2807.jpg,cc3d,2
Type_2,2302.jpg,cc3d,2
Type_3,5068.jpg,cc3e,2
Type_2,2334.jpg,cc40,2
Type_3,5418.jpg,cc41,2
Type_3,5502.jpg,cc44,2
Type_2,4113.jpg,cc44,2
Type_3,6337.jpg,cc44,2
Type_2,4112.jpg,cc44,2
Type_2,1639.jpg,cc44,2
Type_3,114.jpg,cc46,2
train/Type_3,839.jpg,cc46,2
train/Type_2,1104.jpg,cc48,2
train/Type_3,893.jpg,cc48,2
Type_2,480.jpg,cc4a,2
Type_1,958.jpg,cc4c,2
Type_2,3672.jpg,cc4c,2
Type_2,5216.jpg,cc4c,2
Type_3,719.jpg,cc4c,2
Type_1,2862.jpg,cc4c,2
Type_2,1415.jpg,cc4c,2
train/Type_2,678.jpg,cc4c,2
train/Type_3,750.jpg,cc4c,2
Type_2,1237.jpg,cc4c,2
Type_2,2212.jpg,cc4c,2
Type_1,2995.jpg,cc4c,2
Type_1,1717.jpg,cc4c,2
Type_3,2943.jpg,cc4c,2
train/Type_1,27.jpg,cc4c,2
Type_2,395.jpg,cc4e,2
Type_3,1588.jpg,cc4e,2
train/Type_2,1155.jpg,cc4e,2
train/Type_3,1412.jpg,cc51,2
Type_3,759.jpg,cc51,2
Type_1,1091.jpg,cc54,2
Type_1,505.jpg,cc54,2
Type_2,4416.jpg,cc55,2
Type_2,4418.jpg,cc55,2
train/Type_2,185.jpg,cc57,2
Type_2,3259.jpg,cc58,2
train/Type_2,612.jpg,cc58,2
Type_2,3494.jpg,cc58,2
Type_2,1312.jpg,cc5a,2
Type_2,2799.jpg,cc5a,2
Type_2,6905.jpg,cc5c,2
Type_1,3647.jpg,cc5c,2
Type_1,177.jpg,cc5c,2
Type_2,1017.jpg,cc5c,2
